,0,1,2,3,4,5,6,7,8,9
0,1.0004761904761907,0.21591269841269844,0.17269841269841235,0.15440476190476216,0.4708730158730161,0.2728571428571427,0.2644841269841267,0.39757936507936575,0.21928571428571453,0.23619047619047584
1,0.21591269841269822,0.7721428571428572,0.15642857142857136,0.10940476190476223,0.2284126984126984,0.2764285714285708,0.2200000000000002,0.4114285714285715,0.13019841269841237,0.3107539682539686
2,0.17269841269841235,0.15642857142857158,0.8588095238095241,0.18353174603174582,0.19408730158730192,0.2718650793650792,0.09781746031745997,0.1550396825396827,0.10440476190476256,0.24547619047619063
3,0.15440476190476238,0.10940476190476223,0.18353174603174582,0.8969047619047621,0.2611904761904762,0.16650793650793672,0.11809523809523825,0.145515873015873,0.17007936507936483,0.33952380952381
4,0.47087301587301633,0.22841269841269862,0.19408730158730192,0.26119047619047575,0.9571428571428575,0.24690476190476218,0.26587301587301604,0.2036904761904761,0.22924603174603164,0.25325396825396873
5,0.2728571428571427,0.276428571428571,0.2718650793650794,0.16650793650793672,0.24690476190476218,1.071904761904762,0.19365079365079385,0.5579761904761902,0.23023809523809557,0.22190476190476227
6,0.2644841269841267,0.2200000000000002,0.09781746031745975,0.11809523809523825,0.26587301587301604,0.19365079365079385,0.6773809523809526,0.1686507936507935,0.1158730158730168,0.1519841269841269
7,0.39757936507936553,0.41142857142857125,0.1550396825396827,0.145515873015873,0.2036904761904763,0.55797619047619,0.16865079365079372,1.0519047619047621,0.23178571428571448,0.24273809523809575
8,0.21928571428571475,0.1301984126984126,0.10440476190476256,0.17007936507936483,0.22924603174603142,0.23023809523809535,0.11587301587301657,0.23178571428571448,1.0671428571428572,0.49940476190476235
9,0.23619047619047562,0.3107539682539686,0.24547619047619107,0.3395238095238098,0.25325396825396873,0.22190476190476227,0.1519841269841269,0.24273809523809575,0.49940476190476213,1.2100000000000004
